Name,Age,mlbID,Lev,Tm,team_abbr,G,GS,W,SV,IP,H,ER,BB,SO,HR,ERA,WHIP,BF,SO/W,SB,PO,position,depth
Madinson Frias,21,821052,"A,CPX",BOS,"BOS (A,CPX)",18.0,9.0,1.0,0.0,57.0,62.0,41.0,0.13257576,45.0,6.0,6.473684210526316,1.7017543859649122,,,,,P,
Darrel Lunar,19,821188,CPX,WSN,WSN (CPX),14.0,10.0,1.0,0.0,45.2,49.0,25.0,0.11764706,47.0,3.0,4.927006750509805,1.598539967943181,,,,,P,
Adrian Ardines,19,821593,"CPX,DSL",HOU,"HOU (CPX,DSL)",14.0,5.0,6.0,2.0,45.1,36.0,12.0,0.04494382,60.0,2.0,2.382353208469302,0.9705883441911971,,,,,P,
Cristian Aray,19,821774,"CPX,DSL",SEA,"SEA (CPX,DSL)",14.0,11.0,3.0,0.0,46.2,29.0,9.0,0.13157895,37.0,1.0,1.7357146019960512,1.1571430679973675,,,,,P,
Carlos Rodriguez,20,823864,"A,CPX,DSL",DET,"DET (A,CPX,DSL)",14.0,13.0,3.0,0.0,51.0,57.0,31.0,0.07207207,47.0,5.0,5.47058804348679,1.431372498833461,,,,,P,
Luis Burgos,20,827469,"A,DSL",NYY,"NYY (A,DSL)",13.0,9.0,3.0,0.0,57.0,40.0,18.0,0.11392405,49.0,2.0,2.842105168054642,1.1754385571584014,,,,,P,
Miguel Flores,21,821793,"A,CPX",CLE,"CLE (A,CPX)",21.0,8.0,4.0,2.0,58.1,47.0,34.0,0.14552239,67.0,6.0,5.245713542455662,1.4742855053960358,,,,,P,
Dony Aguilera,19,823865,"CPX,DSL",CIN,"CIN (CPX,DSL)",16.0,9.0,7.0,1.0,66.0,45.0,16.0,0.08429119,58.0,4.0,2.181818244871031,1.0151515444886048,,,,,P,
Luis Ghisays,19,827114,DSL,CHC,CHC (DSL),12.0,12.0,1.0,0.0,49.0,41.0,23.0,0.07619048,51.0,4.0,4.224489795918367,1.163265306122449,,,,,P,
Moises Castillo,20,806876,DSL,CIN,CIN (DSL),13.0,10.0,2.0,0.0,51.1,40.0,20.0,0.11711712,58.0,2.0,3.506493853927598,1.285714413106786,,,,,P,
Yermain Ruiz,20,815938,CPX,BOS,BOS (CPX),14.0,5.0,3.0,1.0,47.2,44.0,16.0,0.08823529,53.0,1.0,3.020978819508398,1.3006992139550047,,,,,P,
Xavier Lopez,21,820931,"CPX,DSL",TBR,"TBR (CPX,DSL)",12.0,11.0,3.0,0.0,48.1,27.0,11.0,0.11111111,45.0,3.0,2.0482760776152595,0.9931035527831561,,,,,P,
Angel Peralta,19,821029,"CPX,DSL",HOU,"HOU (CPX,DSL)",15.0,10.0,5.0,1.0,57.1,35.0,20.0,0.11158798,52.0,1.0,3.1395344311254236,1.0639533349925046,,,,,P,
Angel Beltran,18,821063,"CPX,DSL",ARI,"ARI (CPX,DSL)",12.0,11.0,2.0,0.0,50.0,30.0,19.0,0.18957346,39.0,0.0,3.419999879729752,1.3999999507665652,,,,,P,
Josue Toledo,20,821125,"CPX,DSL",MIL,"MIL (CPX,DSL)",14.0,4.0,2.0,2.0,45.1,44.0,22.0,0.1291866,50.0,3.0,4.367647548860387,1.5661766463085227,,,,,P,
Jose Parra,20,821280,"CPX,DSL",OAK,"OAK (CPX,DSL)",12.0,8.0,3.0,0.0,47.1,28.0,13.0,0.13903743,54.0,1.0,2.471831251529237,1.140845193013494,,,,,P,
Alexander Almonte,19,823012,"CPX,DSL",NYY,"NYY (CPX,DSL)",13.0,11.0,4.0,0.0,55.2,51.0,23.0,0.104,50.0,3.0,3.7185626459718555,1.3832334480185162,,,,,P,
Gabriel Chinchilla,19,820976,"CPX,DSL",STL,"STL (CPX,DSL)",14.0,10.0,3.0,0.0,54.0,61.0,31.0,0.10788382,57.0,2.0,5.166666849159906,1.6111111680176053,,,,,P,
Gilberto Lopez,22,821595,"CPX,DSL",TEX,"TEX (CPX,DSL)",12.0,8.0,2.0,0.0,52.0,42.0,20.0,0.08108108,60.0,3.0,3.4615384615384617,1.1538461538461537,,,,,P,
Alexander Garcia,18,824212,DSL,CLE,CLE (DSL),11.0,11.0,1.0,0.0,47.2,22.0,7.0,0.09677419,48.0,0.0,1.321678180648891,0.8391607496183435,,,,,P,
David Sanchez,19,822691,"CPX,DSL",ARI,"ARI (CPX,DSL)",13.0,9.0,2.0,0.0,54.0,54.0,38.0,0.08438819,43.0,7.0,6.333333333333333,1.3703703703703705,,,,,P,
JeanPierre Ortiz,22,701370,"A,A+",CIN,"CIN (A,A+)",32.0,16.0,11.0,0.0,121.0,106.0,46.0,0.09019608,113.0,10.0,3.4214876572394197,1.256198366909159,,,,,P,
Anthony Mena,20,827768,DSL,NYY,NYY (DSL),12.0,2.0,4.0,0.0,45.2,43.0,16.0,0.08163265,57.0,5.0,3.153284320326275,1.291970659022571,,,,,P,
Dylan DeLucia,25,690626,"A+,AA",CLE,"CLE (A+,AA)",30.0,28.0,7.0,1.0,128.2,113.0,62.0,0.09981851,130.0,18.0,4.3367878433496445,1.305699565739678,,,,,P,
Garrett Edwards,24,801435,"A+,AA",TBR,"TBR (A+,AA)",28.0,28.0,5.0,0.0,135.0,103.0,48.0,0.06679035,126.0,16.0,3.2,1.0296296296296297,,,,,P,
Sterling Patick,21,814507,"A,A+",LAD,"LAD (A,A+)",31.0,27.0,2.0,0.0,116.1,110.0,56.0,0.11046512,137.0,9.0,4.332378412913606,1.4355301487233574,,,,,P,
Andrew Landry,24,815069,"A,A+,AA",NYY,"NYY (A,A+,AA)",31.0,22.0,7.0,0.0,128.2,124.0,62.0,0.10350877,121.0,9.0,4.336787963890292,1.4222799236414398,,,,,P,
Juan Reyes,21,808219,"CPX,DSL",WSN,"WSN (CPX,DSL)",13.0,13.0,5.0,0.0,61.0,45.0,16.0,0.05982906,53.0,2.0,2.360655737704918,0.9672131147540983,,,,,P,
Marco Eluscat,18,821644,DSL,SDP,SDP (DSL),12.0,11.0,3.0,0.0,47.0,45.0,29.0,0.11538462,58.0,4.0,5.553191489361702,1.4680851063829787,,,,,P,
Jhonan Coba,19,826173,"CPX,DSL",DET,"DET (CPX,DSL)",12.0,11.0,3.0,1.0,49.1,46.0,25.0,0.09178744,58.0,2.0,4.560811104697866,1.3175676524682722,,,,,P,
Diomer Gonzalez,20,828307,DSL,OAK,OAK (DSL),10.0,7.0,4.0,0.0,44.1,30.0,11.0,0.06285714,37.0,1.0,2.233082962963473,0.9248121361767918,,,,,P,
Brad Pacheco,21,814372,"A,CPX",PHI,"PHI (A,CPX)",19.0,17.0,3.0,0.0,72.1,71.0,42.0,0.06535948,75.0,8.0,5.225806819075963,1.2580646045923614,,,,,P,
Deivi Villafana,23,812151,"A,CPX",CIN,"CIN (A,CPX)",18.0,10.0,1.0,0.0,69.2,102.0,41.0,0.03416149,63.0,4.0,5.296650331002535,1.6220094509574159,,,,,P,
Anthony Astudillo,20,828713,"CPX,DSL",TEX,"TEX (CPX,DSL)",13.0,11.0,5.0,0.0,48.1,50.0,20.0,0.06930693,66.0,3.0,3.7241381943438667,1.3241380246555972,,,,,P,
Derek Clark,24,823909,A,LAA,LAA (A),6.0,4.0,2.0,0.0,28.0,41.0,20.0,0.03174603,23.0,6.0,6.428571428571429,1.6071428571428572,,,,,P,
Evan Truitt,23,822462,A+,SEA,SEA (A+),28.0,25.0,6.0,0.0,126.0,133.0,65.0,0.09172662,96.0,22.0,4.642857213139265,1.46031748242329,,,,,P,
Jacob Kroeger,26,800811,"A,A+",ATL,"ATL (A,A+)",32.0,13.0,7.0,1.0,106.1,74.0,32.0,0.09813084,104.0,6.0,2.7084640308148145,1.0909091235226336,,,,,P,
Jean Brito,20,808117,"CPX,DSL",NYM,"NYM (CPX,DSL)",15.0,7.0,1.0,0.0,47.2,33.0,14.0,0.115,39.0,2.0,2.643357114923936,1.1748253844106382,,,,,P,
Owen Hackman,24,813706,"A,A+,AA",ATL,"ATL (A,A+,AA)",30.0,19.0,6.0,1.0,113.2,110.0,44.0,0.0533049,120.0,11.0,3.483870928768584,1.187683271171108,,,,,P,
Konner Eaton,23,820825,"A+,AA",COL,"COL (A+,AA)",34.0,34.0,8.0,0.0,174.2,156.0,74.0,0.09785523,178.0,19.0,3.812977029840873,1.3110686784287686,,,,,P,
Connor Wietgrefe,24,809733,"A,A+,AA",PIT,"PIT (A,A+,AA)",33.0,33.0,7.0,0.0,145.2,120.0,54.0,0.06849315,125.0,14.0,3.336384366548648,1.09839814536581,,,,,P,
Caden Favors,24,801129,"A+,AA",CLE,"CLE (A+,AA)",32.0,32.0,9.0,0.0,143.2,119.0,62.0,0.1141925,146.0,13.0,3.8839905817517564,1.3155451970449497,,,,,P,
Peyton Olejnik,23,803021,"A,A+",LAA,"LAA (A,A+)",30.0,30.0,7.0,0.0,152.1,147.0,74.0,0.11177347,151.0,10.0,4.371991447982563,1.4573304826608542,,,,,P,
Luke Hayden,23,695569,A+,CIN,CIN (A+),27.0,27.0,5.0,0.0,112.1,92.0,52.0,0.16232465,90.0,8.0,4.166172295462149,1.54005941691229,,,,,P,
Sam Highfill,25,687122,"A,A+",PHI,"PHI (A,A+)",30.0,26.0,6.0,0.0,127.1,127.0,68.0,0.08043876,107.0,20.0,4.806282842503364,1.3429319706994693,,,,,P,
Justin Sinibaldi,24,811958,"A,A+",CHW,"CHW (A,A+)",29.0,28.0,3.0,0.0,118.1,117.0,66.0,0.1003937,107.0,12.0,5.0197184447091985,1.4197183479985613,,,,,P,
Kyle Robinson,22,701836,"A+,AA",OAK,"OAK (A+,AA)",31.0,25.0,7.0,1.0,148.1,152.0,72.0,0.10344828,106.0,11.0,4.368539419464356,1.4696629528444902,,,,,P,
Evan Yates,23,696524,"A,A+,AA,AAA",BAL,"BAL (A,A+,AA,AAA)",31.0,19.0,7.0,1.0,119.1,104.0,60.0,0.10707457,125.0,4.0,4.525139930003391,1.3407822014824862,,,,,P,
Reese Dutton,25,700848,"A,A+",PHI,"PHI (A,A+)",30.0,18.0,5.0,0.0,135.0,120.0,52.0,0.08170515,108.0,6.0,3.466666666666667,1.2296296296296296,,,,,P,
Tyson Hardin,24,824620,"A+,AA",MIL,"MIL (A+,AA)",28.0,28.0,6.0,0.0,125.1,136.0,54.0,0.05492424,139.0,7.0,3.877659672819799,1.3164893950931416,,,,,P,
Brendan Girton,24,694858,"A+,AA",NYM,"NYM (A+,AA)",32.0,28.0,4.0,0.0,115.1,82.0,42.0,0.12320329,131.0,6.0,3.2774567919364794,1.231213927129577,,,,,P,
Josh Randall,23,695620,"A,A+",WSN,"WSN (A,A+)",30.0,30.0,7.0,0.0,141.2,158.0,72.0,0.04516129,129.0,16.0,4.574117913923972,1.3129412530707698,,,,,P,
Mason Molina,22,695766,"A,A+,AA",STL,"STL (A,A+,AA)",29.0,28.0,5.0,0.0,123.2,95.0,45.0,0.11025145,154.0,10.0,3.2749324798611754,1.2291104615775277,,,,,P,
Rafe Schlesinger,23,701178,"A,A+",CLE,"CLE (A,A+)",31.0,24.0,6.0,1.0,125.2,127.0,53.0,0.09636364,146.0,5.0,3.795756275430474,1.432360858653009,,,,,P,
Herick Hernandez,22,803349,"A+,AA",ATL,"ATL (A+,AA)",27.0,26.0,3.0,0.0,123.0,83.0,45.0,0.15122873,156.0,16.0,3.292682977888572,1.3252032725823142,,,,,P,
Alexander Meckley,22,814384,"A,A+",WSN,"WSN (A,A+)",30.0,27.0,8.0,0.0,133.0,125.0,56.0,0.11591696,123.0,5.0,3.789473792899965,1.4436090639618913,,,,,P,
Will Watson,23,814492,"A,A+,AA",NYM,"NYM (A,A+,AA)",34.0,29.0,3.0,1.0,141.1,114.0,54.0,0.11666667,161.0,11.0,3.4386793226268906,1.3018868217352837,,,,,P,
Aidan Foeller,24,826538,"A,A+",LAD,"LAD (A,A+)",32.0,26.0,5.0,0.0,124.2,99.0,61.0,0.1539823,176.0,11.0,4.40374360746836,1.4919787085411929,,,,,P,
Ryan Mathiesen,23,827698,CPX,HOU,HOU (CPX),2.0,1.0,0.0,0.0,4.0,3.0,2.0,0.125,2.0,0.0,4.5,1.25,,,,,P,
Josh Hartle,23,691776,"A+,AA",CLE,"CLE (A+,AA)",31.0,31.0,12.0,0.0,148.0,127.0,52.0,0.08130081,143.0,6.0,3.1621621621621623,1.195945945945946,,,,,P,
Nick Brink,24,813752,"A,A+",MIA,"MIA (A,A+)",25.0,23.0,8.0,0.0,119.0,113.0,43.0,0.08531746,94.0,6.0,3.2521009445863913,1.3109244117712586,,,,,P,
Blake Aita,23,820832,"A,A+",BOS,"BOS (A,A+)",30.0,26.0,6.0,0.0,142.2,121.0,65.0,0.07952623,136.0,19.0,4.100467527274007,1.177570161678689,,,,,P,
Kade Anderson,21,807739,AA,SEA,SEA (AA),6.0,6.0,3.0,0.0,30.0,15.0,2.0,0.04716981,47.0,1.0,0.6,0.6666666666666666,,,,,P,
Ryan Andrade,23,822876,"A,A+",TBR,"TBR (A,A+)",31.0,23.0,13.0,0.0,131.1,115.0,47.0,0.09454545,105.0,6.0,3.220812260700658,1.271573634839267,,,,,P,
Jamie Arnold,22,701364,AA,OAK,OAK (AA),7.0,7.0,0.0,0.0,28.2,42.0,17.0,0.08571429,37.0,2.0,5.337208710469899,1.8837207213423173,,,,,P,
Drew Beam,23,701795,"A+,AA",KCR,"KCR (A+,AA)",32.0,32.0,8.0,0.0,159.1,152.0,71.0,0.06422018,126.0,13.0,4.010460427077005,1.2175732752002175,,,,,P,
Dylan Brown,22,832562,"A,A+",BOS,"BOS (A,A+)",6.0,6.0,2.0,0.0,27.1,22.0,9.0,0.11965812,38.0,0.0,2.9634149787966773,1.3170733239096344,,,,,P,
Aiven Cabral,22,809685,A,ATL,ATL (A),6.0,2.0,5.0,0.0,29.0,28.0,8.0,0.06666667,22.0,3.0,2.4827586206896552,1.2413793103448276,,,,,P,
Brooks Caple,23,699944,"A,A+,AA",CHC,"CHC (A,A+,AA)",27.0,27.0,9.0,0.0,123.2,116.0,55.0,0.09622642,106.0,7.0,4.002695368916383,1.3504042961798706,,,,,P,
Austin Cates,23,827110,"A,A+,AA",TOR,"TOR (A,A+,AA)",31.0,29.0,9.0,1.0,137.2,109.0,50.0,0.08211679,139.0,16.0,3.268765057691591,1.1186440419655668,,,,,P,
Everett Catlett,23,700481,"A,A+",COL,"COL (A,A+)",36.0,26.0,9.0,0.0,162.0,155.0,67.0,0.08972504,173.0,10.0,3.7222222660467628,1.3395061886105266,,,,,P,
Jurrangelo Cijntje,23,701388,"A+,AA",SEA,"SEA (A+,AA)",33.0,30.0,7.0,0.0,139.2,111.0,69.0,0.11295681,156.0,21.0,4.446300979113125,1.2816229875382437,,,,,P,
Chris Cortez,23,700933,"A+,AA",LAA,"LAA (A+,AA)",34.0,31.0,4.0,0.0,134.0,107.0,63.0,0.18196721,129.0,6.0,4.231343705183085,1.6268658337388229,,,,,P,
Aidan Cremarosa,22,809093,A,TBR,TBR (A),6.0,6.0,4.0,0.0,34.0,22.0,9.0,0.0390625,49.0,2.0,2.3823529411764706,0.7941176470588235,,,,,P,
Braden Davis,23,801078,"A,A+,AA",STL,"STL (A,A+,AA)",32.0,29.0,5.0,0.0,139.0,90.0,55.0,0.15265866,187.0,9.0,3.5611511280025665,1.2877698018433523,,,,,P,
Jaron DeBerry,23,809229,"A,A+,AA",MIL,"MIL (A,A+,AA)",29.0,26.0,6.0,0.0,129.0,124.0,68.0,0.0972973,134.0,13.0,4.744186046511628,1.37984496124031,,,,,P,
Ryan DeSanto,22,823756,CPX,CLE,CLE (CPX),2.0,1.0,1.0,0.0,8.0,2.0,1.0,0.07692308,12.0,0.0,1.125,0.5,,,,,P,
Jason Doktorczyk,23,822503,"A,A+",MIN,"MIN (A,A+)",30.0,17.0,6.0,0.0,116.1,119.0,70.0,0.07954545,112.0,15.0,5.415473016142007,1.3839542152362907,,,,,P,
Joseph Dzierwa,22,804530,A+,BAL,BAL (A+),7.0,7.0,4.0,0.0,35.2,18.0,8.0,0.06617647,44.0,2.0,2.0186913009085536,0.7570092378407077,,,,,P,
Daniel Eagen,23,811666,"A+,AA",ARI,"ARI (A+,AA)",30.0,30.0,7.0,0.0,147.0,101.0,62.0,0.1090604,190.0,20.0,3.7959184658522434,1.1292517299847176,,,,,P,
Riley Eikhoff,24,694408,A,CHW,CHW (A),7.0,6.0,1.0,0.0,32.2,34.0,16.0,0.0647482,33.0,4.0,4.408162578946705,1.3163263256576965,,,,,P,
Greg Farone,24,805661,"A,A+,AA",SFG,"SFG (A,A+,AA)",30.0,30.0,6.0,0.0,131.0,123.0,69.0,0.09540636,153.0,18.0,4.7404579462465195,1.3511450184953846,,,,,P,
Luke Gabrysh,23,826939,"A,A+",PHI,"PHI (A,A+)",28.0,25.0,7.0,0.0,103.1,92.0,47.0,0.09237875,96.0,10.0,4.093548588589014,1.2774194177157208,,,,,P,
Andres Galan,22,800883,"A,A+,CPX",TBR,"TBR (A,A+,CPX)",28.0,17.0,8.0,0.0,116.2,105.0,42.0,0.08884298,88.0,7.0,3.240000282505605,1.2685715391820886,,,,,P,
Ryan Gallagher,23,801594,"A+,AA,AAA",CHC,"CHC (A+,AA,AAA)",31.0,31.0,9.0,0.0,150.2,143.0,68.0,0.07064364,164.0,20.0,4.061947125482613,1.2477876790698221,,,,,P,
Davian Garcia,22,807485,"A,A+,AA",WSN,"WSN (A,A+,AA)",29.0,27.0,6.0,0.0,121.0,95.0,47.0,0.15340909,108.0,10.0,3.4958677685950414,1.4545454545454546,,,,,P,
Sam Garcia,24,822760,"A,A+,AA",MIL,"MIL (A,A+,AA)",34.0,15.0,6.0,3.0,110.2,99.0,56.0,0.11594203,119.0,15.0,4.554216736649412,1.400602369406069,,,,,P,
Austin Gordon,23,803135,"A+,AA",LAA,"LAA (A+,AA)",28.0,28.0,5.0,0.0,117.2,113.0,67.0,0.08123791,117.0,17.0,5.124646335387521,1.3172805671394126,,,,,P,
R.J. Gordon,24,822161,"A,A+,AA",NYM,"NYM (A,A+,AA)",30.0,25.0,11.0,0.0,134.0,127.0,59.0,0.08084359,155.0,17.0,3.962686669397633,1.2910448094271008,,,,,P,
Payton Graham,22,804979,CPX,STL,STL (CPX),2.0,2.0,0.0,0.0,6.0,3.0,1.0,0.09090909,9.0,0.0,1.5,0.8333333333333334,,,,,P,
Aidan Haugh,23,815063,A,TBR,TBR (A),6.0,6.0,2.0,0.0,27.2,43.0,27.0,0.046875,31.0,7.0,8.783131520934102,1.7710841338509096,,,,,P,
Griffin Herring,23,702622,"A,A+,AA,CPX",COL,"COL (A,A+,AA,CPX)",27.0,25.0,10.0,0.0,128.1,76.0,30.0,0.10588235,161.0,5.0,2.1038959371277697,1.0129869326911485,,,,,P,
Ben Hess,23,696292,"A+,AA",NYY,"NYY (A+,AA)",24.0,24.0,8.0,0.0,111.0,70.0,40.0,0.11790393,153.0,4.0,3.243243298972934,1.1171171363128996,,,,,P,
John Holobetz,23,827292,"A,A+,AA",MIL,"MIL (A,A+,AA)",29.0,25.0,9.0,0.0,151.1,140.0,58.0,0.04878049,150.0,15.0,3.4493390186603596,1.1233479562686994,,,,,P,
Thatcher Hurd,23,695765,CPX,NYY,NYY (CPX),2.0,2.0,0.0,0.0,7.2,1.0,0.0,0.15384615,7.0,0.0,0.0,0.6521736426255422,,,,,P,
Fisher Jameson,23,701404,"A,A+",COL,"COL (A,A+)",48.0,7.0,9.0,1.0,127.1,125.0,42.0,0.05681818,112.0,9.0,2.9685865060131813,1.2172775355345056,,,,,P,
Eli Jones,23,801796,"A,A+",MIN,"MIN (A,A+)",32.0,26.0,4.0,0.0,140.1,143.0,77.0,0.0732899,125.0,5.0,4.9382424592674585,1.3396675069874202,,,,,P,
Gage Jump,23,695611,"A+,AA,AAA",OAK,"OAK (A+,AA,AAA)",33.0,31.0,9.0,0.0,139.2,118.0,60.0,0.08983051,172.0,11.0,3.8663487302902135,1.2243437645919009,,,,,P,
Jackson Kent,23,800600,"A+,AA",WSN,"WSN (A+,AA)",30.0,30.0,8.0,0.0,148.2,129.0,71.0,0.07389163,161.0,17.0,4.298206186119084,1.1704035624174032,,,,,P,
Jacob Kmatz,23,695771,"A,A+",TBR,"TBR (A,A+)",34.0,19.0,5.0,4.0,126.2,142.0,71.0,0.0707635,107.0,13.0,5.044736715499057,1.4210525959152274,,,,,P,
Justin Lamkin,22,703610,A+,KCR,KCR (A+),6.0,6.0,2.0,0.0,28.1,15.0,4.0,0.10091743,38.0,2.0,1.2705883778502944,0.9176471617807682,,,,,P,
Ryan Magdic,26,678163,"A,A+",OAK,"OAK (A,A+)",35.0,16.0,6.0,0.0,109.2,106.0,42.0,0.05506608,112.0,8.0,3.4468087104640084,1.1945289446317067,,,,,P,
Niko Mazza,24,695789,"A,A+",SFG,"SFG (A,A+)",27.0,25.0,5.0,0.0,115.1,80.0,30.0,0.1443299,121.0,4.0,2.341040565668914,1.3005780920382854,,,,,P,
Blake Morgan,23,834581,CPX,TBR,TBR (CPX),2.0,2.0,1.0,0.0,10.1,11.0,3.0,0.02222222,9.0,0.0,2.612904029632085,1.1612906798364824,,,,,P,
Austin Newton,22,813282,A,COL,COL (A),7.0,7.0,1.0,0.0,31.0,45.0,21.0,0.07534247,26.0,5.0,6.096774193548387,1.8064516129032258,,,,,P,
Braylon Owens,23,823182,A+,MIL,MIL (A+),6.0,3.0,1.0,0.0,26.1,19.0,11.0,0.12727273,40.0,2.0,3.7594941247256948,1.2531647082418982,,,,,P,
Caedmon Parker,23,696488,A,CHW,CHW (A),7.0,7.0,0.0,0.0,29.2,24.0,9.0,0.10084034,31.0,2.0,2.7303367860840373,1.21348301603735,,,,,P,
Dalton Pence,23,701717,"A,A+",TEX,"TEX (A,A+)",36.0,23.0,4.0,0.0,106.2,75.0,32.0,0.07529412,133.0,8.0,2.700000209212319,1.0031250777281882,,,,,P,
JT Quinn,22,802411,A+,BAL,BAL (A+),7.0,7.0,2.0,0.0,29.1,25.0,10.0,0.09166667,38.0,2.0,3.068182150687104,1.2272728602748415,,,,,P,
Dominick Reid,22,805255,A,CHC,CHC (A),7.0,7.0,0.0,0.0,28.1,25.0,11.0,0.09090909,33.0,2.0,3.4941180390883098,1.2705883778502944,,,,,P,
Xavier Rivas,23,814392,"A,A+,AA,CPX",NYY,"NYY (A,A+,AA,CPX)",25.0,22.0,7.0,0.0,103.2,65.0,43.0,0.14221219,139.0,9.0,3.7331192686967176,1.2347267865456844,,,,,P,
Michael Ross,23,828374,"A,A+",MIN,"MIN (A,A+)",29.0,19.0,6.0,0.0,103.0,87.0,39.0,0.08604651,91.0,9.0,3.407766990291262,1.203883495145631,,,,,P,
Zach Royse,22,805942,A,ATL,ATL (A),6.0,6.0,1.0,0.0,28.1,27.0,16.0,0.10169492,26.0,1.0,5.082353511401178,1.3764707426711522,,,,,P,
Jonathan Santucci,23,695558,"A+,AA",NYM,"NYM (A+,AA)",31.0,29.0,9.0,0.0,145.0,113.0,54.0,0.0976431,176.0,12.0,3.351724446554133,1.179310453417195,,,,,P,
Brett Sears,26,822412,"A,A+,AA,AAA",ATL,"ATL (A,A+,AA,AAA)",30.0,26.0,12.0,0.0,146.0,112.0,57.0,0.06666667,154.0,18.0,3.5136986760400575,1.0410959040118688,,,,,P,
Travis Smith,23,695605,"A,A+",MIL,"MIL (A,A+)",31.0,27.0,10.0,0.0,131.0,113.0,49.0,0.07102804,97.0,6.0,3.366412213740458,1.1526717557251909,,,,,P,
Shea Sprague,23,801873,"A,A+,AA",BOS,"BOS (A,A+,AA)",27.0,11.0,5.0,0.0,115.0,110.0,58.0,0.08453608,110.0,12.0,4.5391303642034995,1.3130434578443073,,,,,P,
Khal Stephen,23,701590,"A,A+,AA",CLE,"CLE (A,A+,AA)",29.0,28.0,11.0,1.0,136.0,111.0,43.0,0.06776557,147.0,8.0,2.845588514652247,1.0882354009522803,,,,,P,
Sam Stuhr,23,702023,A,OAK,OAK (A),31.0,19.0,8.0,1.0,121.2,131.0,82.0,0.09576427,117.0,14.0,6.065753931814026,1.504109714799413,,,,,P,
Tyler Switalski,23,802000,"A,A+",SFG,"SFG (A,A+)",30.0,9.0,9.0,0.0,123.0,96.0,53.0,0.09496124,118.0,7.0,3.8780492014434382,1.1788619165813385,,,,,P,
Yoel Tejeda Jr.,22,701347,"A,A+",WSN,"WSN (A,A+)",24.0,24.0,4.0,0.0,115.2,102.0,54.0,0.09166667,108.0,7.0,4.201729476157371,1.2622479496275227,,,,,P,
Brandt Thompson,23,825576,"A,A+,AA",STL,"STL (A,A+,AA)",28.0,24.0,4.0,0.0,127.2,113.0,54.0,0.06285714,120.0,19.0,3.806788815075653,1.1436032242819862,,,,,P,
Jackson Wentworth,23,695741,"A+,AA",TOR,"TOR (A+,AA)",32.0,32.0,6.0,0.0,149.2,144.0,76.0,0.0941358,133.0,16.0,4.570155804934516,1.369710438613415,,,,,P,
John West,24,802482,A+,ARI,ARI (A+),26.0,24.0,5.0,0.0,122.2,104.0,75.0,0.10338346,117.0,16.0,5.5027177620728684,1.296195739510498,,,,,P,
Gage Ziehl,23,695721,"A,A+,AA",NYY,"NYY (A,A+,AA)",27.0,26.0,8.0,0.0,130.2,147.0,63.0,0.03921569,117.0,11.0,4.339285672058518,1.2933673343525387,,,,,P,
Max Banks,23,822514,A,CHW,CHW (A),7.0,7.0,1.0,0.0,32.0,30.0,6.0,0.04098361,32.0,2.0,1.6875,1.09375,,,,,P,
Cade Crossland,22,827265,A,STL,STL (A),7.0,7.0,0.0,0.0,27.0,17.0,15.0,0.19827586,36.0,2.0,5.0,1.4814814814814814,,,,,P,
Braylon Doughty,20,815785,"A,A+",CLE,"CLE (A,A+)",28.0,28.0,1.0,0.0,103.2,104.0,40.0,0.06306306,119.0,6.0,3.472669087159737,1.273311998625237,,,,,P,
Ryan Dromboski,23,823804,"A,A+,AA",PHI,"PHI (A,A+,AA)",28.0,19.0,10.0,0.0,107.2,91.0,41.0,0.09009009,102.0,5.0,3.4272444277268,1.216718211469406,,,,,P,
Kenny Serwa,28,690162,"A+,AA",DET,"DET (A+,AA)",34.0,29.0,10.0,0.0,142.1,133.0,70.0,0.0992126,103.0,4.0,4.426229607053431,1.3770492110832895,,,,,P,
Logan Tabeling,24,805841,"A,A+",LAD,"LAD (A,A+)",33.0,20.0,9.0,1.0,113.0,91.0,46.0,0.136,145.0,2.0,3.6637171852027945,1.4070797885199138,,,,,P,
Wei-En Lin,20,827734,"A,A+,AA",OAK,"OAK (A,A+,AA)",33.0,20.0,6.0,0.0,121.0,92.0,43.0,0.06378601,160.0,10.0,3.1983471074380163,1.0165289256198347,,,,,P,
Tanner Gillis,25,828705,"A,A+,AA",MIL,"MIL (A,A+,AA)",28.0,14.0,3.0,2.0,111.1,96.0,34.0,0.05855856,87.0,5.0,2.7485031195773333,1.0958084332955382,,,,,P,
Hunter Dryden,24,827500,"A,A+",SFG,"SFG (A,A+)",27.0,26.0,5.0,0.0,115.1,85.0,38.0,0.11451943,130.0,5.0,2.9653180008077347,1.2225433862979256,,,,,P,
Charlie McDaniel,24,826052,"A,A+",SFG,"SFG (A,A+)",29.0,18.0,10.0,1.0,126.1,113.0,47.0,0.05870841,123.0,12.0,3.3482850952263217,1.131926166944123,,,,,P,
Lucas Elissalt,21,827640,"A,A+",DET,"DET (A,A+)",28.0,22.0,5.0,0.0,112.1,92.0,40.0,0.09684211,129.0,8.0,3.2047479195862687,1.2284867025080697,,,,,P,
Boston Bateman,20,815348,"A,A+",SDP,"SDP (A,A+)",26.0,23.0,6.0,0.0,109.0,115.0,53.0,0.09832636,122.0,2.0,4.376147248449824,1.4862386881527705,,,,,P,
